RouteName,RouteNumber,Ecoregion_L1Code,Ecoregion_L1Name
BERGLAND,49002,5,NORTHERN FORESTS
MARENISCO,49003,5,NORTHERN FORESTS
BOOTJACK,49004,5,NORTHERN FORESTS
NED LAKE,49005,5,NORTHERN FORESTS
HERMAN,49006,5,NORTHERN FORESTS
CRYSTAL FLS,49007,5,NORTHERN FORESTS
GIBBS CITY,49008,5,NORTHERN FORESTS
ISHPEMING,49010,5,NORTHERN FORESTS
BROCKY LAKE,49011,5,NORTHERN FORESTS
WILSON,49012,5,NORTHERN FORESTS
SHINGLETON,49014,5,NORTHERN FORESTS
CREIGHTON,49015,5,NORTHERN FORESTS
BEAR LAKE,49017,8,EASTERN TEMPERATE FORESTS
SCOTTVILLE,49018,5,NORTHERN FORESTS
BIG BLUE LK,49019,8,EASTERN TEMPERATE FORESTS
LAWRENCE,49020,8,EASTERN TEMPERATE FORESTS
BRAVO,49021,8,EASTERN TEMPERATE FORESTS
NEW TROY,49022,8,EASTERN TEMPERATE FORESTS
MUSKALLONGE,49023,5,NORTHERN FORESTS
TAHQUAMENON,49024,5,NORTHERN FORESTS
GILCHRIST,49025,5,NORTHERN FORESTS
LAKE CITY,49027,5,NORTHERN FORESTS
SKEGEMOG PT,49029,8,EASTERN TEMPERATE FORESTS
NASHVILLE,49032,8,EASTERN TEMPERATE FORESTS
COOPERSVILLE,49033,8,EASTERN TEMPERATE FORESTS
GALESBURG,49035,8,EASTERN TEMPERATE FORESTS
HOWARDSVILLE,49036,8,EASTERN TEMPERATE FORESTS
MONTEREY,49037,8,EASTERN TEMPERATE FORESTS
REMUS,49038,5,NORTHERN FORESTS
MOTTVILLE,49039,8,EASTERN TEMPERATE FORESTS
RIGGSVILLE,49042,5,NORTHERN FORESTS
BRUSH CREEK,49044,5,NORTHERN FORESTS
RED OAK,49047,5,NORTHERN FORESTS
ST CHARLES,49049,8,EASTERN TEMPERATE FORESTS
NO BRADLEY,49050,8,EASTERN TEMPERATE FORESTS
MAPLE RAPIDS,49052,8,EASTERN TEMPERATE FORESTS
HOLT,49054,8,EASTERN TEMPERATE FORESTS
HOMER,49055,8,EASTERN TEMPERATE FORESTS
FOWLERVILLE,49056,8,EASTERN TEMPERATE FORESTS
ADRIAN,49057,8,EASTERN TEMPERATE FORESTS
PRATTVILLE,49058,8,EASTERN TEMPERATE FORESTS
CATHRO,49059,5,NORTHERN FORESTS
BEAVER LAKE,49060,5,NORTHERN FORESTS
SAND LAKE,49061,5,NORTHERN FORESTS
JUNIATA,49063,8,EASTERN TEMPERATE FORESTS
OWENDALE,49064,8,EASTERN TEMPERATE FORESTS
DECKERVILLE,49070,8,EASTERN TEMPERATE FORESTS
TYRE,49071,8,EASTERN TEMPERATE FORESTS
WALDENBURG,49073,8,EASTERN TEMPERATE FORESTS
HARRIETTA,49128,5,NORTHERN FORESTS
HERRON,49162,5,NORTHERN FORESTS
ROCHESTER,49166,8,EASTERN TEMPERATE FORESTS
IMP LAKE,49901,5,NORTHERN FORESTS
HIAWATHA NF,49903,5,NORTHERN FORESTS
SENEY NWR,49906,5,NORTHERN FORESTS
ALLEGAN WMA,49907,8,EASTERN TEMPERATE FORESTS
SIDNAW,49908,5,NORTHERN FORESTS
MONEY CREEK,50001,8,EASTERN TEMPERATE FORESTS
CHANDLER,50005,9,GREAT PLAINS
MILLVILLE,50007,8,EASTERN TEMPERATE FORESTS
MINNETONKA,50009,8,EASTERN TEMPERATE FORESTS
COURTLAND,50011,9,GREAT PLAINS
PRINCETON,50015,8,EASTERN TEMPERATE FORESTS
OSSEO,50016,8,EASTERN TEMPERATE FORESTS
KNAPP,50017,8,EASTERN TEMPERATE FORESTS
ST STEPHEN,50018,8,EASTERN TEMPERATE FORESTS
CROMWELL,50022,5,NORTHERN FORESTS
WIGWAM BAY,50023,5,NORTHERN FORESTS
MILLE LACS,50024,5,NORTHERN FORESTS
BACKUS,50025,5,NORTHERN FORESTS
EDWARDS,50027,8,EASTERN TEMPERATE FORESTS
EVERGREEN,50028,8,EASTERN TEMPERATE FORESTS
GLYNDON,50029,9,GREAT PLAINS
TENNEY,50030,9,GREAT PLAINS
HOVLAND,50031,5,NORTHERN FORESTS
LOCKPORT,50032,5,NORTHERN FORESTS
SAWBILL LNDG,50033,5,NORTHERN FORESTS
HART LAKE,50034,5,NORTHERN FORESTS
FLOODWOOD,50035,5,NORTHERN FORESTS
COHASSET,50037,5,NORTHERN FORESTS
SHERRY LAKE,50038,5,NORTHERN FORESTS
OKLEE,50041,9,GREAT PLAINS
DEBS,50042,5,NORTHERN FORESTS
BELTRAMI,50043,9,GREAT PLAINS
WYLIE,50044,9,GREAT PLAINS
CRANE LAKE,50045,5,NORTHERN FORESTS
LITTLE FORK,50046,5,NORTHERN FORESTS
ERIE,50049,9,GREAT PLAINS
GRYGLA,50050,9,GREAT PLAINS
BADGER,50051,9,GREAT PLAINS
LAKE BRONSON,50052,9,GREAT PLAINS
FRONTENAC,50058,8,EASTERN TEMPERATE FORESTS
LE CENTER,50059,8,EASTERN TEMPERATE FORESTS
PINE CITY,50063,8,EASTERN TEMPERATE FORESTS
NEW LONDON,50064,8,EASTERN TEMPERATE FORESTS
CHOKIO,50066,9,GREAT PLAINS
ASHBY,50070,8,EASTERN TEMPERATE FORESTS
SAWBILL CAMP,50071,5,NORTHERN FORESTS
JORDAN,50072,5,NORTHERN FORESTS
BABBITT,50073,5,NORTHERN FORESTS
BLACKDUCK,50075,5,NORTHERN FORESTS
GLENDALE,50078,5,NORTHERN FORESTS
RED LAKE,50080,5,NORTHERN FORESTS
CASS LAKE,50139,5,NORTHERN FORESTS
NEBISH,50140,5,NORTHERN FORESTS
SHERBURNE NR,50900,8,EASTERN TEMPERATE FORESTS
TAMARAC NWR,50902,5,NORTHERN FORESTS
DUNDEE,51003,8,EASTERN TEMPERATE FORESTS
BENTON,51006,8,EASTERN TEMPERATE FORESTS
ISOLA,51007,8,EASTERN TEMPERATE FORESTS
UTICA,51008,8,EASTERN TEMPERATE FORESTS
LUCIEN,51009,8,EASTERN TEMPERATE FORESTS
FAYETTE,51010,8,EASTERN TEMPERATE FORESTS
COCKRUM,51012,8,EASTERN TEMPERATE FORESTS
DUCK HILL,51014,8,EASTERN TEMPERATE FORESTS
FOREST,51015,8,EASTERN TEMPERATE FORESTS
MT CARMEL,51017,8,EASTERN TEMPERATE FORESTS
COLUMBIA,51018,8,EASTERN TEMPERATE FORESTS
CYBUR,51020,8,EASTERN TEMPERATE FORESTS
CORINTH,51021,8,EASTERN TEMPERATE FORESTS
TUPELO,51022,8,EASTERN TEMPERATE FORESTS
MACON,51023,8,EASTERN TEMPERATE FORESTS
ABERDEEN,51025,8,EASTERN TEMPERATE FORESTS
DUFFEE,51026,8,EASTERN TEMPERATE FORESTS
NEELY,51027,8,EASTERN TEMPERATE FORESTS
WAYNESBORO,51028,8,EASTERN TEMPERATE FORESTS
BENNDALE,51030,8,EASTERN TEMPERATE FORESTS
FORT ADAMS,51101,8,EASTERN TEMPERATE FORESTS
MOON,51104,8,EASTERN TEMPERATE FORESTS
EMBRY,51113,8,EASTERN TEMPERATE FORESTS
NECAISE,51119,8,EASTERN TEMPERATE FORESTS
LATIMER,51229,8,EASTERN TEMPERATE FORESTS
DELTA N.F.,51903,8,EASTERN TEMPERATE FORESTS
TIPPO,51904,8,EASTERN TEMPERATE FORESTS
TALLAHATCHIE,51905,8,EASTERN TEMPERATE FORESTS
GRENADA LAKE,51906,8,EASTERN TEMPERATE FORESTS
DEVENTER,52001,8,EASTERN TEMPERATE FORESTS
PULASKI,52002,8,EASTERN TEMPERATE FORESTS
PEACE VALLEY,52003,8,EASTERN TEMPERATE FORESTS
SWEDEN,52004,8,EASTERN TEMPERATE FORESTS
CASSVILLE,52005,8,EASTERN TEMPERATE FORESTS
PINEVILLE,52006,8,EASTERN TEMPERATE FORESTS
CP GIRARDEAU,52007,8,EASTERN TEMPERATE FORESTS
CASCADE,52008,8,EASTERN TEMPERATE FORESTS
AKERS,52010,8,EASTERN TEMPERATE FORESTS
WESCO,52011,8,EASTERN TEMPERATE FORESTS
HANDLEY,52013,8,EASTERN TEMPERATE FORESTS
GRAYDON,52014,8,EASTERN TEMPERATE FORESTS
FILLEY,52015,8,EASTERN TEMPERATE FORESTS
REEDS,52016,8,EASTERN TEMPERATE FORESTS
HAYDEN,52018,8,EASTERN TEMPERATE FORESTS
DANVILLE,52019,8,EASTERN TEMPERATE FORESTS
SYRACUSE,52020,8,EASTERN TEMPERATE FORESTS
CENTERTOWN,52021,8,EASTERN TEMPERATE FORESTS
OHIO,52023,9,GREAT PLAINS
RENSSELAER,52025,9,GREAT PLAINS
MADISON,52027,9,GREAT PLAINS
HUNTSVILLE,52028,9,GREAT PLAINS
ROCKINGHAM,52029,9,GREAT PLAINS
FRAZIER,52032,9,GREAT PLAINS
STICKLERVILL,52034,9,GREAT PLAINS
TRENTON,52035,9,GREAT PLAINS
WILLIAMSVILL,52052,8,EASTERN TEMPERATE FORESTS
BENNETT,52053,8,EASTERN TEMPERATE FORESTS
HILDA,52054,8,EASTERN TEMPERATE FORESTS
CRANE,52055,8,EASTERN TEMPERATE FORESTS
WHITEWATER,52056,8,EASTERN TEMPERATE FORESTS
BARKS,52057,8,EASTERN TEMPERATE FORESTS
CENTERVILLE,52058,8,EASTERN TEMPERATE FORESTS
MARSHFIELD,52059,8,EASTERN TEMPERATE FORESTS
BLAND,52061,8,EASTERN TEMPERATE FORESTS
OSAGE BEACH,52062,8,EASTERN TEMPERATE FORESTS
LACLEDE,52066,9,GREAT PLAINS
KEARNEY,52067,9,GREAT PLAINS
KIRKSVILLE,52068,9,GREAT PLAINS
MCFALL,52070,9,GREAT PLAINS
NEW POINT,52071,9,GREAT PLAINS
GRANITEVILLE,52109,8,EASTERN TEMPERATE FORESTS
SEDALIA,52122,9,GREAT PLAINS
KINGSVILLE,52124,9,GREAT PLAINS
FRANKFORD,52126,8,EASTERN TEMPERATE FORESTS
CAMERON,52131,9,GREAT PLAINS
WATSON,52137,9,GREAT PLAINS
LIBBY DAM,53001,6,NORTHWESTERN FORESTED MOUNTAINS
KALISPELL,53002,6,NORTHWESTERN FORESTED MOUNTAINS
HAY LAKE,53004,9,GREAT PLAINS
VIRGELLE,53006,9,GREAT PLAINS
CLEVELAND,53007,9,GREAT PLAINS
HARLEM,53008,9,GREAT PLAINS
MALTA,53009,9,GREAT PLAINS
GLASGOW,53010,9,GREAT PLAINS
OSWEGO,53011,9,GREAT PLAINS
REDSTONE,53012,9,GREAT PLAINS
ST REGIS,53013,6,NORTHWESTERN FORESTED MOUNTAINS
POLSON,53014,6,NORTHWESTERN FORESTED MOUNTAINS
ARLEE,53015,6,NORTHWESTERN FORESTED MOUNTAINS
AUGUSTA,53016,9,GREAT PLAINS
GREAT FALLS,53017,9,GREAT PLAINS
HIGHWOOD,53018,9,GREAT PLAINS
LEROY,53019,9,GREAT PLAINS
ROY,53020,9,GREAT PLAINS
BRUSETT,53021,9,GREAT PLAINS
JORDAN,53022,9,GREAT PLAINS
CIRCLE,53023,9,GREAT PLAINS
SAVAGE,53024,9,GREAT PLAINS
WOODMAN,53025,6,NORTHWESTERN FORESTED MOUNTAINS
ELLISTON,53027,6,NORTHWESTERN FORESTED MOUNTAINS
BOULDER,53028,6,NORTHWESTERN FORESTED MOUNTAINS
TWO DOT,53029,9,GREAT PLAINS
SHAWMUT,53030,9,GREAT PLAINS
INGOMAR,53032,9,GREAT PLAINS
FORSYTH,53033,9,GREAT PLAINS
LOCATE,53034,9,GREAT PLAINS
WEBSTER,53035,9,GREAT PLAINS
SULA,53036,6,NORTHWESTERN FORESTED MOUNTAINS
CHESTNUT,53039,6,NORTHWESTERN FORESTED MOUNTAINS
REED POINT,53040,9,GREAT PLAINS
LAUREL,53041,9,GREAT PLAINS
BRANDENBERG,53043,9,GREAT PLAINS
POWDERVILLE,53044,9,GREAT PLAINS
ALBION,53045,9,GREAT PLAINS
RED ROCK,53047,6,NORTHWESTERN FORESTED MOUNTAINS
THOMPSON RIV,53063,6,NORTHWESTERN FORESTED MOUNTAINS
NINEMILE,53064,6,NORTHWESTERN FORESTED MOUNTAINS
PABLO RES.,53074,6,NORTHWESTERN FORESTED MOUNTAINS
FISH CREEK,53075,6,NORTHWESTERN FORESTED MOUNTAINS
PAINTED ROCK,53086,6,NORTHWESTERN FORESTED MOUNTAINS
WISE RIVER,53087,6,NORTHWESTERN FORESTED MOUNTAINS
LIMA,53097,6,NORTHWESTERN FORESTED MOUNTAINS
NOXON,53101,6,NORTHWESTERN FORESTED MOUNTAINS
GLEN,53137,6,NORTHWESTERN FORESTED MOUNTAINS
LOGAN PASS,53900,6,NORTHWESTERN FORESTED MOUNTAINS
VICTOR,53901,6,NORTHWESTERN FORESTED MOUNTAINS
THREEMILE WA,53902,6,NORTHWESTERN FORESTED MOUNTAINS
ELEVATION MT,53906,6,NORTHWESTERN FORESTED MOUNTAINS
BULL MTN.,53908,9,GREAT PLAINS
JULIAN,54001,9,GREAT PLAINS
BELVIDERE,54004,9,GREAT PLAINS
SEWARD,54005,9,GREAT PLAINS
KENESAW,54006,9,GREAT PLAINS
KEARNEY,54007,9,GREAT PLAINS
SUMNER,54008,9,GREAT PLAINS
HOLBROOK,54009,9,GREAT PLAINS
BARTLEY,54010,9,GREAT PLAINS
STRATTON,54011,9,GREAT PLAINS
IRVINGTON,54013,9,GREAT PLAINS
SURPRISE,54014,9,GREAT PLAINS
PETERSBURG,54017,9,GREAT PLAINS
ALMERIA,54018,9,GREAT PLAINS
PAXTON,54020,9,GREAT PLAINS
DALTON,54021,9,GREAT PLAINS
THURSTON,54022,9,GREAT PLAINS
SPARTA,54023,9,GREAT PLAINS
EAGLE CREEK,54025,9,GREAT PLAINS
MIDWAY,54026,9,GREAT PLAINS
SWAN LAKE,54027,9,GREAT PLAINS
PIESTER LAKE,54029,9,GREAT PLAINS
KENNEDY,54031,9,GREAT PLAINS
TABLE,54032,9,GREAT PLAINS
KIMBALL,54033,9,GREAT PLAINS
GORDON,54034,9,GREAT PLAINS
BRADY,54035,9,GREAT PLAINS
BENKELMAN,54036,9,GREAT PLAINS
RINGGOLD,54037,9,GREAT PLAINS
ARTHUR,54038,9,GREAT PLAINS
CRESCENT LK,54039,9,GREAT PLAINS
MURRAY LAKE,54040,9,GREAT PLAINS
BROWNLEE,54041,9,GREAT PLAINS
MULLEN,54042,9,GREAT PLAINS
BEREA,54043,9,GREAT PLAINS
CRAWFORD,54044,9,GREAT PLAINS
WHEELER CO,54116,9,GREAT PLAINS
PIUTE MDWS,55002,10,NORTH AMERICAN DESERTS
MIDAS,55004,10,NORTH AMERICAN DESERTS
RANCHOGRANDE,55006,10,NORTH AMERICAN DESERTS
SAND PASS,55007,10,NORTH AMERICAN DESERTS
FISH CREEK,55009,10,NORTH AMERICAN DESERTS
CORTEZ,55010,10,NORTH AMERICAN DESERTS
WALKER CAN,55011,10,NORTH AMERICAN DESERTS
MIZPAH,55012,10,NORTH AMERICAN DESERTS
TOIYABE NF,55015,10,NORTH AMERICAN DESERTS
EUREKA,55016,10,NORTH AMERICAN DESERTS
MAJORS PLACE,55018,10,NORTH AMERICAN DESERTS
DOBBIN CREEK,55022,10,NORTH AMERICAN DESERTS
WILLIS,55023,10,NORTH AMERICAN DESERTS
MINERVA,55024,10,NORTH AMERICAN DESERTS
HIKO,55027,10,NORTH AMERICAN DESERTS
CALIENTE,55028,10,NORTH AMERICAN DESERTS
BEATTY,55029,10,NORTH AMERICAN DESERTS
VAL OF FIRE,55031,10,NORTH AMERICAN DESERTS
NELSON,55033,10,NORTH AMERICAN DESERTS
BALD MTN.,55101,10,NORTH AMERICAN DESERTS
CHIMNEY RES.,55103,10,NORTH AMERICAN DESERTS
FALLON,55114,10,NORTH AMERICAN DESERTS
DESERT NWR,55130,10,NORTH AMERICAN DESERTS
HUMBOLDT NF,55902,10,NORTH AMERICAN DESERTS
ASH MEADOWS,55906,10,NORTH AMERICAN DESERTS
MEADOW VALLY,55908,10,NORTH AMERICAN DESERTS
PETERBOROUGH,58001,5,NORTHERN FORESTS
FITZWILLIAM,58003,5,NORTHERN FORESTS
DOVER,58004,8,EASTERN TEMPERATE FORESTS
EPSOM,58006,5,NORTHERN FORESTS
STRAFFORD,58008,5,NORTHERN FORESTS
GILMANTN I W,58010,5,NORTHERN FORESTS
WILMOT,58011,5,NORTHERN FORESTS
MT CHOCORUA,58012,5,NORTHERN FORESTS
WALPOLE,58013,5,NORTHERN FORESTS
MARLOW,58014,5,NORTHERN FORESTS
LEMPSTER,58015,5,NORTHERN FORESTS
JEFFERSON HL,58017,5,NORTHERN FORESTS
FRANCONIA,58018,5,NORTHERN FORESTS
MILAN,58019,5,NORTHERN FORESTS
STRATFORD,58020,5,NORTHERN FORESTS
CLARKSVILLE,58022,5,NORTHERN FORESTS
GLEN,58023,5,NORTHERN FORESTS
JEFFERS NTCH,58116,5,NORTHERN FORESTS
WOODBURY HGT,59001,8,EASTERN TEMPERATE FORESTS
GREENWICH,59002,8,EASTERN TEMPERATE FORESTS
SIX POINTS,59003,8,EASTERN TEMPERATE FORESTS
TOMS RIVER,59005,8,EASTERN TEMPERATE FORESTS
ALBION,59006,8,EASTERN TEMPERATE FORESTS
SANDBROOK,59010,8,EASTERN TEMPERATE FORESTS
NEW BEDFORD,59013,8,EASTERN TEMPERATE FORESTS
MIDVALE,59018,5,NORTHERN FORESTS
KEMAH LAKE,59019,8,EASTERN TEMPERATE FORESTS
BLOOMSBURY,59020,8,EASTERN TEMPERATE FORESTS
HIGH POINT,59021,8,EASTERN TEMPERATE FORESTS
DOVER,59022,5,NORTHERN FORESTS
POTTERSVILLE,59023,8,EASTERN TEMPERATE FORESTS
GILLETTE,59024,8,EASTERN TEMPERATE FORESTS
KEYPORT,59025,8,EASTERN TEMPERATE FORESTS
CRANBURY,59026,8,EASTERN TEMPERATE FORESTS
ROOSEVELT,59027,8,EASTERN TEMPERATE FORESTS
FRIENDSHIP,59028,8,EASTERN TEMPERATE FORESTS
POMONA,59029,8,EASTERN TEMPERATE FORESTS
OCEAN CITY,59030,8,EASTERN TEMPERATE FORESTS
WINSLOW,59107,8,EASTERN TEMPERATE FORESTS
RAMSEYSBURG,59116,8,EASTERN TEMPERATE FORESTS
NAGEESI,60002,10,NORTH AMERICAN DESERTS
CEBOLLA,60003,6,NORTHWESTERN FORESTED MOUNTAINS
OJO SARCO,60004,6,NORTHWESTERN FORESTED MOUNTAINS
FARLEY,60005,9,GREAT PLAINS
GRENVILLE,60006,9,GREAT PLAINS
TORREON,60008,10,NORTH AMERICAN DESERTS
LA CIENEGA,60009,10,NORTH AMERICAN DESERTS
PECOS,60010,6,NORTHWESTERN FORESTED MOUNTAINS
FENCE LAKE,60013,10,NORTH AMERICAN DESERTS
COOLEY LAKE,60017,9,GREAT PLAINS
FLOYD,60018,9,GREAT PLAINS
HORSE SPGS,60019,13,TEMPERATE SIERRAS
HORSE MTN,60020,10,NORTH AMERICAN DESERTS
CARRIZOZO,60022,10,NORTH AMERICAN DESERTS
ROSWELL,60023,9,GREAT PLAINS
CAPROCK,60024,9,GREAT PLAINS
GAGE,60025,10,NORTH AMERICAN DESERTS
JORNADA,60027,10,NORTH AMERICAN DESERTS
CLOUDCROFT,60028,13,TEMPERATE SIERRAS
LAKEWOOD,60029,10,NORTH AMERICAN DESERTS
RODEO,60031,12,SOUTHERN SEMIARID HIGHLANDS
SHIPROCK,60051,10,NORTH AMERICAN DESERTS
COUNSELOR,60052,10,NORTH AMERICAN DESERTS
SEDAN,60056,9,GREAT PLAINS
VALLECITOS,60059,6,NORTHWESTERN FORESTED MOUNTAINS
GALLINAS,60060,6,NORTHWESTERN FORESTED MOUNTAINS
VARIADERO,60061,9,GREAT PLAINS
ROSEBUD,60062,9,GREAT PLAINS
MOUNTAINAIR,60065,9,GREAT PLAINS
PASTURA,60067,9,GREAT PLAINS
CLOVIS,60068,9,GREAT PLAINS
RESERVE,60069,13,TEMPERATE SIERRAS
VICKS PEAK,60070,10,NORTH AMERICAN DESERTS
LABORCITA,60071,10,NORTH AMERICAN DESERTS
CAPITAN MTN.,60072,9,GREAT PLAINS
BITTER LAKE,60073,10,NORTH AMERICAN DESERTS
PEP,60074,9,GREAT PLAINS
RED ROCK,60075,10,NORTH AMERICAN DESERTS
EMORY PASS,60076,13,TEMPERATE SIERRAS
PINON,60078,13,TEMPERATE SIERRAS
QUEEN,60079,10,NORTH AMERICAN DESERTS
HOBBS,60080,9,GREAT PLAINS
HATCHET PEAK,60081,10,NORTH AMERICAN DESERTS
COLUMBUS,60082,10,NORTH AMERICAN DESERTS
BLUEWATER LAKE,60107,13,TEMPERATE SIERRAS
SABINOSO,60111,9,GREAT PLAINS
LOGAN,60112,9,GREAT PLAINS
CERRO VERDE,60114,10,NORTH AMERICAN DESERTS
ESCONDIDA,60115,10,NORTH AMERICAN DESERTS
LAKE VALLEY,60126,10,NORTH AMERICAN DESERTS
SAN SIMON,60130,9,GREAT PLAINS
MAXWELL,60155,9,GREAT PLAINS
GALLO ARROYO,60166,9,GREAT PLAINS
SUNSHINE WLL,60221,10,NORTH AMERICAN DESERTS
WESTHAMPTON,61001,8,EASTERN TEMPERATE FORESTS
MANORVILLE,61002,8,EASTERN TEMPERATE FORESTS
HUNTINGTON,61003,8,EASTERN TEMPERATE FORESTS
JONES BEACH,61004,8,EASTERN TEMPERATE FORESTS
HAUPPAUGE,61005,8,EASTERN TEMPERATE FORESTS
BEDFORD,61006,8,EASTERN TEMPERATE FORESTS
RHINEBECK,61008,8,EASTERN TEMPERATE FORESTS
W SHOKAN,61014,5,NORTHERN FORESTS
AUSTERLITZ,61016,5,NORTHERN FORESTS
PETERSBURG,61017,5,NORTHERN FORESTS
CATSKILLS,61018,8,EASTERN TEMPERATE FORESTS
GHENT,61019,8,EASTERN TEMPERATE FORESTS
MEDUSA,61022,8,EASTERN TEMPERATE FORESTS
COBLESKILL,61025,8,EASTERN TEMPERATE FORESTS
DUANESBURG,61026,8,EASTERN TEMPERATE FORESTS
PLATTE COVE,61028,5,NORTHERN FORESTS
LAURENS,61029,8,EASTERN TEMPERATE FORESTS
WHITNEY PT,61030,8,EASTERN TEMPERATE FORESTS
COVENTRYVILE,61031,8,EASTERN TEMPERATE FORESTS
MCDONOUGH,61032,8,EASTERN TEMPERATE FORESTS
CORBETTSVILE,61033,8,EASTERN TEMPERATE FORESTS
ONEONTA,61034,8,EASTERN TEMPERATE FORESTS
ORISKANY FLS,61035,8,EASTERN TEMPERATE FORESTS
CAYUGA,61037,8,EASTERN TEMPERATE FORESTS
E NEWARK,61039,8,EASTERN TEMPERATE FORESTS
ROMULUS,61040,8,EASTERN TEMPERATE FORESTS
DRYDEN,61041,8,EASTERN TEMPERATE FORESTS
MACDOUGALL,61042,8,EASTERN TEMPERATE FORESTS
TRUMANSBURG,61043,8,EASTERN TEMPERATE FORESTS
VESTAL CTR,61044,8,EASTERN TEMPERATE FORESTS
PHILLIPS CR,61045,8,EASTERN TEMPERATE FORESTS
ORLEANS,61047,8,EASTERN TEMPERATE FORESTS
RUSHVILLE,61048,8,EASTERN TEMPERATE FORESTS
BRANCHPORT,61049,8,EASTERN TEMPERATE FORESTS
CANADICE L,61050,8,EASTERN TEMPERATE FORESTS
MENDON,61051,8,EASTERN TEMPERATE FORESTS
MT MORRIS,61052,8,EASTERN TEMPERATE FORESTS
HAMBURG,61053,8,EASTERN TEMPERATE FORESTS
CATTARAUGUS,61056,8,EASTERN TEMPERATE FORESTS
EAST JAVA,61057,8,EASTERN TEMPERATE FORESTS
RANDOLPH,61059,5,NORTHERN FORESTS
CENTERVILLE,61060,8,EASTERN TEMPERATE FORESTS
SHERIDAN,61061,8,EASTERN TEMPERATE FORESTS
CHERRY HILL,61062,8,EASTERN TEMPERATE FORESTS
NASHVILLE,61063,8,EASTERN TEMPERATE FORESTS
ST JOHNSBURG,61064,8,EASTERN TEMPERATE FORESTS
E YOUNGSTOWN,61065,8,EASTERN TEMPERATE FORESTS
PENFIELD,61068,8,EASTERN TEMPERATE FORESTS
N VICTORY,61069,8,EASTERN TEMPERATE FORESTS
CICERO CTR,61070,8,EASTERN TEMPERATE FORESTS
WATERTOWN,61071,8,EASTERN TEMPERATE FORESTS
PULASKI,61072,8,EASTERN TEMPERATE FORESTS
MCKEEVER,61073,5,NORTHERN FORESTS
ALDER CREEK,61074,5,NORTHERN FORESTS
KASOAG,61075,5,NORTHERN FORESTS
HIGHMARKET,61076,5,NORTHERN FORESTS
NUMBER FOUR,61077,5,NORTHERN FORESTS
ONEIDA,61079,8,EASTERN TEMPERATE FORESTS
CLINTON,61080,8,EASTERN TEMPERATE FORESTS
BLUE RIDGE N,61081,5,NORTHERN FORESTS
BLUE RIDGE S,61083,5,NORTHERN FORESTS
NEWCOMB,61084,5,NORTHERN FORESTS
SPECULATOR,61085,5,NORTHERN FORESTS
HOPE FALLS,61086,5,NORTHERN FORESTS
INLET,61087,5,NORTHERN FORESTS
NORTH RIVER,61088,5,NORTHERN FORESTS
NORTH EASTON,61091,5,NORTHERN FORESTS
S HORICON,61092,5,NORTHERN FORESTS
WARRENSBURG,61093,5,NORTHERN FORESTS
WADDINGTON,61095,8,EASTERN TEMPERATE FORESTS
OGDENSBURG,61096,8,EASTERN TEMPERATE FORESTS
DEGRASSE,61097,5,NORTHERN FORESTS
WANAKENA,61098,5,NORTHERN FORESTS
GABRIELS,61100,5,NORTHERN FORESTS
PARISHVILLE,61102,5,NORTHERN FORESTS
HOPKINTON,61103,8,EASTERN TEMPERATE FORESTS
WEST BANGOR,61105,8,EASTERN TEMPERATE FORESTS
DANNEMORA,61107,5,NORTHERN FORESTS
WILLSBORO,61109,8,EASTERN TEMPERATE FORESTS
NAPLES,61110,8,EASTERN TEMPERATE FORESTS
S VANDALIA,61111,5,NORTHERN FORESTS
SCIOTA,61112,8,EASTERN TEMPERATE FORESTS
PHILADELPHIA,61113,8,EASTERN TEMPERATE FORESTS
BALMAT,61114,8,EASTERN TEMPERATE FORESTS
CRESCENT,61120,8,EASTERN TEMPERATE FORESTS
DOWNSVILLE,61121,8,EASTERN TEMPERATE FORESTS
MILFORD,61123,8,EASTERN TEMPERATE FORESTS
ST REGIS FLS,61199,5,NORTHERN FORESTS
HORSESHOE L.,61301,5,NORTHERN FORESTS
MERRIMON,63002,8,EASTERN TEMPERATE FORESTS
MYRTLE GROVE,63003,8,EASTERN TEMPERATE FORESTS
WARDS CORNER,63004,8,EASTERN TEMPERATE FORESTS
HALLSBORO,63005,8,EASTERN TEMPERATE FORESTS
SPEED,63010,8,EASTERN TEMPERATE FORESTS
KINSTON,63011,8,EASTERN TEMPERATE FORESTS
JORDAN,63012,8,EASTERN TEMPERATE FORESTS
ROSE,63013,8,EASTERN TEMPERATE FORESTS
SAXAPAHAW,63014,8,EASTERN TEMPERATE FORESTS
CLIMAX,63015,8,EASTERN TEMPERATE FORESTS
OAKBORO,63017,8,EASTERN TEMPERATE FORESTS
BREVARD,63020,8,EASTERN TEMPERATE FORESTS
FONTANA,63022,8,EASTERN TEMPERATE FORESTS
ARCOLA,63024,8,EASTERN TEMPERATE FORESTS
YOUNGSVILLE,63025,8,EASTERN TEMPERATE FORESTS
COPELAND,63027,8,EASTERN TEMPERATE FORESTS
CALL,63028,8,EASTERN TEMPERATE FORESTS
CULLOWHEE,63030,8,EASTERN TEMPERATE FORESTS
SUPPLY,63101,8,EASTERN TEMPERATE FORESTS
ROWLAND,63106,8,EASTERN TEMPERATE FORESTS
MILLTAIL CR,63107,8,EASTERN TEMPERATE FORESTS
REELSBORO,63108,8,EASTERN TEMPERATE FORESTS
